commitHash,creationDate,component,effort,severity,maintainability_Rating,security_Rating,reliability_Rating,development_cost,message
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/master/thrift/TabletServerStatus.java,100,0.4,1,0.1,0.05,6116190,9 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/tabletserver/thrift/NoSuchScanIDException.java,100,0.4,1,0.1,0.05,6116190,9 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/data/thrift/TColumn.java,90,0.4,1,0.1,0.05,6116190,8 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/data/thrift/TKey.java,90,0.4,1,0.1,0.05,6116190,8 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/data/thrift/TMutation.java,90,0.4,1,0.1,0.05,6116190,8 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/data/thrift/UpdateErrors.java,90,0.4,1,0.1,0.05,6116190,8 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/gc/thrift/GCStatus.java,90,0.4,1,0.1,0.05,6116190,8 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/master/thrift/RecoveryException.java,90,0.4,1,0.1,0.05,6116190,8 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/master/thrift/TabletSplit.java,90,0.4,1,0.1,0.05,6116190,8 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/tabletserver/thrift/ConstraintViolationException.java,90,0.4,1,0.1,0.05,6116190,8 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/tabletserver/thrift/LoggerClosedException.java,90,0.4,1,0.1,0.05,6116190,8 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/tabletserver/thrift/NoSuchLogIDException.java,90,0.4,1,0.1,0.05,6116190,8 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:server/src/main/java/org/apache/accumulo/server/logger/LogWriter.java,90,0.4,1,0.1,0.05,6116190,8 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:trace/src/main/java/org/apache/accumulo/cloudtrace/thrift/RemoteSpan.java,90,0.4,1,0.1,0.05,6116190,8 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/data/thrift/TConstraintViolationSummary.java,80,0.4,1,0.1,0.05,6116190,7 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/data/thrift/TRange.java,80,0.4,1,0.1,0.05,6116190,7 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:server/src/main/java/org/apache/accumulo/server/master/balancer/TabletBalancer.java,80,0.4,1,0.1,0.05,6116190,Reduce the total number of break and continue statements in this loop to use at most one.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:server/src/main/java/org/apache/accumulo/server/master/tableOps/BulkImport.java,80,0.4,1,0.1,0.05,6116190,Reduce the total number of break and continue statements in this loop to use at most one.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:trace/src/main/java/org/apache/accumulo/cloudtrace/thrift/TInfo.java,80,0.4,1,0.1,0.05,6116190,7 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/data/thrift/MapFileInfo.java,70,0.4,1,0.1,0.05,6116190,6 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/gc/thrift/GcCycleStats.java,70,0.4,1,0.1,0.05,6116190,6 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/master/thrift/Compacting.java,70,0.4,1,0.1,0.05,6116190,6 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/master/thrift/DeadServer.java,70,0.4,1,0.1,0.05,6116190,6 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/master/thrift/RecoveryStatus.java,70,0.4,1,0.1,0.05,6116190,6 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/tabletserver/thrift/ActionStats.java,70,0.4,1,0.1,0.05,6116190,6 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:trace/src/main/java/org/apache/accumulo/cloudtrace/thrift/RemoteSpan.java,65,0.4,1,0.1,0.05,6116190,The Cyclomatic Complexity of this class is 255 which is greater than 200 authorized.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:server/src/main/java/org/apache/accumulo/server/constraints/MetadataConstraints.java,61,0.4,1,0.1,0.05,6116190,"The Cyclomatic Complexity of this method ""check"" is 61 which is greater than 10 authorized."
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/client/admin/TableOperationsImpl.java,60,0.4,1,0.1,0.05,6116190,Reduce the total number of break and continue statements in this loop to use at most one.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/test/java/org/apache/accumulo/core/data/MutationTest.java,60,0.4,1,0.1,0.05,6116190,5 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:server/src/main/java/org/apache/accumulo/server/master/Master.java,60,0.4,1,0.1,0.05,6116190,Reduce the total number of break and continue statements in this loop to use at most one.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:server/src/main/java/org/apache/accumulo/server/constraints/MetadataConstraints.java,57,0.4,1,0.1,0.05,6116190,"The Cyclomatic Complexity of this method ""check"" is 57 which is greater than 10 authorized."
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:server/src/main/java/org/apache/accumulo/server/constraints/MetadataConstraints.java,51,0.4,1,0.1,0.05,6116190,"The Cyclomatic Complexity of this method ""check"" is 51 which is greater than 10 authorized."
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:start/src/main/java/org/apache/accumulo/start/classloader/AccumuloClassLoader.java,50,0.4,1,0.1,0.05,6116190,4 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/file/rfile/bcfile/TFile.java,49,0.4,1,0.1,0.05,6116190,The Cyclomatic Complexity of this class is 239 which is greater than 200 authorized.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/tabletserver/thrift/TabletClientService.java,41,0.4,1,0.1,0.05,6116190,The Cyclomatic Complexity of this class is 231 which is greater than 200 authorized.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/file/rfile/RelativeKey.java,40,0.4,1,0.1,0.05,6116190,Reduce the total number of break and continue statements in this loop to use at most one.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/util/shell/commands/GrantCommand.java,40,0.4,1,0.1,0.05,6116190,3 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/util/shell/commands/RevokeCommand.java,40,0.4,1,0.1,0.05,6116190,3 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:fate/src/main/java/org/apache/accumulo/fate/Fate.java,40,0.4,1,0.1,0.05,6116190,Reduce the total number of break and continue statements in this loop to use at most one.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:fate/src/main/java/org/apache/accumulo/fate/ZooStore.java,40,0.4,1,0.1,0.05,6116190,Reduce the total number of break and continue statements in this loop to use at most one.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:server/src/main/java/org/apache/accumulo/server/client/ClientServiceHandler.java,40,0.4,1,0.1,0.05,6116190,Reduce the total number of break and continue statements in this loop to use at most one.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:server/src/main/java/org/apache/accumulo/server/logger/LogWriter.java,40,0.4,1,0.1,0.05,6116190,Reduce the total number of break and continue statements in this loop to use at most one.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:server/src/main/java/org/apache/accumulo/server/master/Master.java,40,0.4,1,0.1,0.05,6116190,Reduce the total number of break and continue statements in this loop to use at most one.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:server/src/main/java/org/apache/accumulo/server/tabletserver/Tablet.java,40,0.4,1,0.1,0.05,6116190,Reduce the total number of break and continue statements in this loop to use at most one.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:server/src/main/java/org/apache/accumulo/server/test/continuous/ContinuousBatchWalker.java,40,0.4,1,0.1,0.05,6116190,3 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:server/src/main/java/org/apache/accumulo/server/util/TabletIterator.java,40,0.4,1,0.1,0.05,6116190,Reduce the total number of break and continue statements in this loop to use at most one.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:test/src/main/java/org/apache/accumulo/test/randomwalk/Module.java,40,0.4,1,0.1,0.05,6116190,Reduce the total number of break and continue statements in this loop to use at most one.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:server/src/main/java/org/apache/accumulo/server/master/Master.java,36,0.4,1,0.1,0.05,6116190,"The Cyclomatic Complexity of this method ""run"" is 36 which is greater than 10 authorized."
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:server/src/main/java/org/apache/accumulo/server/master/Master.java,35,0.4,1,0.1,0.05,6116190,"The Cyclomatic Complexity of this method ""run"" is 35 which is greater than 10 authorized."
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:server/src/main/java/org/apache/accumulo/server/master/Master.java,33,0.4,1,0.1,0.05,6116190,"The Cyclomatic Complexity of this method ""executeTableOperation"" is 33 which is greater than 10 authorized."
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/client/admin/FindMax.java,30,0.4,1,0.1,0.05,6116190,Add a private constructor to hide the implicit public one.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/client/admin/SecurityOperationsImpl.java,30,0.4,1,0.1,0.05,6116190,2 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/client/ClientSideIteratorScanner.java,30,0.4,1,0.1,0.05,6116190,2 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/client/impl/TabletLocatorImpl.java,30,0.4,1,0.1,0.05,6116190,Refactor the code to remove this label and the need for it.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/client/mock/MockAccumulo.java,30,0.4,1,0.1,0.05,6116190,Move the contents of this initializer to a standard constructor or to field initializers.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/client/ZooKeeperInstance.java,30,0.4,1,0.1,0.05,6116190,2 duplicated blocks of code must be removed.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/conf/ConfigSanityCheck.java,30,0.4,1,0.1,0.05,6116190,Add a private constructor to hide the implicit public one.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/Constants.java,30,0.4,1,0.1,0.05,6116190,Add a private constructor to hide the implicit public one.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/file/blockfile/cache/ClassSize.java,30,0.4,1,0.1,0.05,6116190,Add a private constructor to hide the implicit public one.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/file/blockfile/cache/LruBlockCache.java,30,0.8,1,0.1,0.05,6116190,Refactor the synchronisation mechanism to not use a Thread instance as a monitor
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/file/blockfile/cache/LruBlockCache.java,30,0.4,1,0.1,0.05,6116190,Return an empty array instead of null.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/file/blockfile/cache/SimpleBlockCache.java,30,0.4,1,0.1,0.05,6116190,Return an empty array instead of null.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/file/blockfile/cache/SizeConstants.java,30,0.4,1,0.1,0.05,6116190,Add a private constructor to hide the implicit public one.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/file/FileUtil.java,30,0.8,1,0.1,0.05,6116190,Remove this throw statement from this finally block.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/file/FileUtil.java,30,0.4,1,0.1,0.05,6116190,Add a private constructor to hide the implicit public one.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/file/FileUtil.java,30,0.4,1,0.1,0.05,6116190,Refactor this code to not throw exceptions in finally blocks.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/file/map/MapFileUtil.java,30,0.4,1,0.1,0.05,6116190,Add a private constructor to hide the implicit public one.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/file/rfile/bcfile/BCFile.java,30,0.4,1,0.1,0.05,6116190,Add a private constructor to hide the implicit public one.
e0880e263e4bf8662ba3848405200473a25dfc9f,2011-10-04T00:46:07Z,org:apache:accumulo:core/src/main/java/org/apache/accumulo/core/file/rfile/MultiLevelIndex.java,30,0.4,1,0.1,0.05,6116190,"Override the ""equals"" method in this class."
